code,file,drawn_size_mm,legend,check,intervene,notes
G3-8-2,Guide Signs/SMITH_ST_BOTH_ARROWS_WHITE_G3-8-2.svg,1354x200,SMITH ST,ok,, As G3-8-1 with an arrow at each end: width = 75+156+75+742+75+156+75 = 1354. Arrows vertically centred (not stated).
G3-8-3(L),Guide Signs/VICTORIA_ST_ARROW_WHITE_G3-8-3(L).svg,1151x450,VICTORIA ST,ok,,"symbol:g3-8-3_arrow_left Drawing G3-8-3 (L,R): 450 high (50|120 D|80|150 arrow|50), R40; width 'Varies' = 80 + ink 990.5 + 80 = 1151; arrow 640x150 centred ('=' margins) at y 250-400. Right-hand version = arrow mirrored."
G3-8-3(R),Guide Signs/VICTORIA_ST_ARROW_WHITE_G3-8-3(R).svg,1151x450,VICTORIA ST,ok,,"symbol:g3-8-3_arrow_left Drawing G3-8-3 (L,R): 450 high (50|120 D|80|150 arrow|50), R40; width 'Varies' = 80 + ink 990.5 + 80 = 1151; arrow 640x150 centred ('=' margins) at y 250-400. Right-hand version = arrow mirrored."
G3-8-4,Guide Signs/VICTORIA_ST_DOUBLE_ARROW_WHITE_G3-8-4.svg,1151x450,VICTORIA ST,ok,,symbol:g3-8-4_arrow_double As G3-8-3 with a double-headed 640x150 arrow centred at y 250-400. Width = 80 + 990.5 + 80 = 1151.
G4-1,Guide Signs/A53_MIDLAND_HWY_HAWKER_TORONTO_MT_MARTIN_GREEN_G4-1.svg,2100x1200,A53 MIDLAND HWY / Hawker 16 / (Toronto 58) / Mt Martin 106,ok,," 2100x1200 R100, green edge 20 + white border 20. A53 140 E baseline 290 (top 150); road-name panel 240 high at y 100; Hawker/16 baseline 555; (Toronto 58) baseline 800; Mt Martin/106 baseline 1045; 155 bottom margin. Distances right-aligned at x 1880 (220 from the right). Parentheses: chain 135|85|828|574|258|85|135 = 2100, so '(' occupies x 135-220 and ')' 1880-1965; they are placed as separate glyphs because the font's parenthesis spacing does not give the drawing's 85. 'Mt Martin' word gap 110 derived from the 1041 total (Mt 235 + Martin 696). 282* = minimum gap >= destination text height. INCONSISTENCIES: panel width appears as 1233 (detail heading), 1243 (upper chain, which then sums to 2163) and 60|1060|60 = 1180; 1180 satisfies the chain (167+407+180+1180+166 = 2100) and is used; MIDLAND HWY 120 D at AS 1744 letter spacing is MIDLAND 672 + HWY 317; the panel detail's 60|1060|60 is met by deriving the word gap as 71 (1060 total) instead of the font's 120 word space (the drawing's road-name panels consistently use the narrower word gap, cf. G1-4)."
G5-1(a),,,,"SKIPPED: figure: double street-name blade assembly (NEW / STANDARD ST) - lengths L1/L2 and notes per AS 1742.5, no fixed dimensions",,
G5-1(b),,,,SKIPPED: figure: street-name blade with council logo placeholder (STANDARD ST) - length and logo not dimensioned (recommended max per AS 1742.5),,
G5-1(c),,,,"SKIPPED: figure: over-long street name example (OVERLONGNAME ST) - letter width reduced to fit, length per AS 1742.5",,
G5-1(d),Guide Signs/PIT_ST_WHITE_BLADE_G5-1(d).svg,500x150,PIT ST,ok,," Short street-name blade: minimum length 500, 150 high, PIT ST 100 D black on white, centred (no margins stated). Keyline only to show the outline."
G5-10,Guide Signs/NO_THROUGH_ROAD_YELLOW_PLATE_G5-10.svg,850x200,NO THROUGH ROAD,ok,," 850x200 yellow plate below a street-name blade; 10 edge strips top and bottom (not drawn, colour not stated). NO 120 E vertically centred (top 40); THROUGH / ROAD 60 E at 15|60|30|60|15 inside the strips (tops 25 and 115). UNDIMENSIONED: horizontal positions of NO, THROUGH and ROAD are pixel estimates from the drawing (NO left 113, THROUGH left 387, ROAD centred under THROUGH)."
G5-11,Guide Signs/PRIDE_ST_BEST_ST_VIA_SERVICE_ROAD_WHITE_G5-11.svg,1050x900,PRIDE ST BEST ST VIA SERVICE ROAD,ok,," 1050x900 R50 white. Right chain 40|140 D|70|140 D|70|100 D|55|100 D|55|100 D|30. PRIDE ST and BEST ST centred (equal margins, min 70). VIA x 602-809 (241 right margin), SERVICE 451-966 (84), ROAD 538-873 (177). Arrow 300x300 at x 80, 85 above the bottom (y 515-815)."
G5-13,Guide Signs/ZOO_BROWN_FINGERBOARD_G5-13.svg,525x150,ZOO,ok,," Brown tourist fingerboard 150 high (500 min to 1200 max long): chain 100|ZOO|70|90|20 = 100+245.2+70+90+20 = 525. ZOO 100 D white vertically centred. Chevron from the 25-grid detail: 90 wide, 100 high (centred, 25 margins), V run 35 (so the band is 55 thick horizontally)."
G5-14,Guide Signs/FOOTBALL_GROUND_BLUE_TWO_LINE_G5-14.svg,967x300,FOOTBALL GROUND,ok,," Two 150-high blue street-name sections butted together (300 high, 500 min to 1200 max long): chain 100|FOOTBALL|40|165|20 = 100+642.3+40+165+20 = 967 (GROUND shorter, left-aligned at 100). Chevron from the 50-grid detail: 165 wide, 230 high (centred, 35 margins), V run 80 (band 85 thick horizontally). The thin white line drawn at the junction of the two sections is the butt joint, not drawn."
G5-1A,Guide Signs/STANDARD_ST_WHITE_BLADE_G5-1A.svg,1044x150,STANDARD ST,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 150 high, 100 D vertically centred (top 25). Length = 100 (for bracket) + ink 923.6 + 20 min = 1044."
G5-1B,Guide Signs/STANDARD_ST_WHITE_BLADE_LARGE_G5-1B.svg,1381x200,STANDARD ST,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 200 high, 133 D vertically centred (top 33.5). Length = 133 (for bracket) + ink 1228.4 + 20 min = 1381."
G5-2,Guide Signs/STANDARD_ST_1-5_17-43_WHITE_BLADE_G5-2.svg,1044x200,STANDARD ST 1-5 17-43,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 200 high, read as 10 strip | 10 | 100 D | 10 | 50 D | 10 | 10 strip = 200: STANDARD ST top 20 (baseline 120), house-number ranges 50 D top 130 (baseline 180, 10 above the bottom strip). Horizontal positions of the ranges are not dimensioned; as drawn, '1 - 5' starts flush with STANDARD ST (x 100) and '17 - 43' ends about 100 from the right end (measured on the drawing), so it is right-aligned at 944. Length not stated: 100 + 923.6 + 20 as G5-1A."
G5-3,Guide Signs/STANDARD_ST_1-43_WHITE_BLADE_G5-3.svg,1138x150,STANDARD ST 1-43,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 150 high: STANDARD 100 D vertically centred (top 25); the right-hand chain is read as 10 strip | 10 | ST 50 D | 10 | 1 - 43 50 D | 10 | 10 strip = 150, so ST top 20 and 1 - 43 top 80 (baseline 130). As drawn, ST is centred over 1 - 43 and 1 - 43 ends 20 from the right end (the 20 min of G5-1A); neither horizontal position is dimensioned. Length not stated: 100 + STANDARD 670.5 + 125 (the gap to the number stack as drawn, measured on the drawing) + 1 - 43 222.6 + 20 = 1138."
G5-4,Guide Signs/CITY_OF_PRIDE_STANDARD_ST_WHITE_BLADE_G5-4.svg,1044x200,CITY OF PRIDE STANDARD ST,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 200 high: 10|15|25 D|25|100 D|15|10. CITY OF PRIDE 25 D centred (horizontal position not stated). Length not stated: 100 + 923.6 + 20 as G5-1A. The drawing shows a wider gap before ST than AS 1744 spacing."
G5-6,Guide Signs/TO_STANDARD_ST_WHITE_BLADE_G5-6.svg,1305x150,TO STANDARD ST,ok,," Street-name blade drawn with a 10-wide strip (double line, '10') along the top and bottom edges whose colour is not stated; not drawn. 150 high, 100 D centred vertically. No length or end margins stated: 100 + ink 1184.7 + 20 as G5-1A (UNDIMENSIONED)."
G5-7,Guide Signs/PEDESTRIAN_WHEELCHAIR_PARKING_BLUE_FINGERBOARD_G5-7.svg,825x250,pedestrians wheelchair P chevron,ok,,"symbol:g5-7_chevron symbol:s22_wheelchair symbol:w6-1_pedestrians 825x250 blue fingerboard with a pointed right end (point run 98, tip at mid-height broken with R20 per note a), R20 left corners, R25 obtuse corners; blue edge 10 + white border 10 (the 10/20 dims) built as offset polygons. Chain 95|98|80|112|80|80|55|225: pedestrians at x 95 (98 wide), wheelchair at 273 (112), P (100 E, drawn as the letter; the note refers to symbol S14) at 465 (80 wide), chevron flat end at 600 with 90 to its ... (the 90 is dimensioned inside the 225 tip zone; taken as the chevron width). Symbols 128 high between 61 and 189; chevron 170 high (40 margins); P 100 E between 75 and 175."
G5-8,Guide Signs/TOWN_HALL_PEDESTRIAN_BLUE_G5-8.svg,670x250,Town Hall,ok,,"symbol:g5-8_arrow_diag_up_right symbol:w6-1_pedestrians 670x250 R20, blue edge 10 + white border 10 (10/20 dims). Chain 75|98|60|187|60|115|75. Pedestrians 128 high (61 margins). Town/Hall 50 Emod: 63|50|25|50|62; the 187 is the width of the text block (Town = 187), Hall centred on it (alignment of the shorter line not stated). Arrow 115x115 between 68 and 183."
G5-9,Guide Signs/17-43_WHITE_NUMBER_PLATE_G5-9.svg,269x100,17 - 43,ok,," House-number plate hung below a street-name blade: 100 high (10|15|50 C|15|10, the 10s being the edge strips as on the blades, not drawn). Width not stated: ink 238.5 + 15 each side (UNDIMENSIONED)."
G6-1,Guide Signs/ECHUCA_WHITE_G6-1.svg,1107x250,ECHUCA,ok,," Town name sign 1107x250: 35|180 D|35, 90 min margins each side (927 ink). Corners drawn rounded but no radius stated."
G6-2,Guide Signs/SWAN_RIVER_WHITE_G6-2.svg,1214x200,SWAN RIVER,ok,, 1214x200: 30|140 D|30; 70|474|105|495|70. Corners drawn rounded but no radius stated.
G6-3,Guide Signs/STATE_BORDER_SOUTH_AUSTRALIA_WHITE_G6-3.svg,1973x400,STATE BORDER SOUTH AUSTRALIA,ok,," 1973x400: 30|80 D|80|180 C|30. STATE BORDER centred (= margins): the drawing's 764 is met with STATE 299 + BORDER 399 at AS 1744 letter spacing and a derived word gap of 66 (the font's 80 word space would give 792). SOUTH AUSTRALIA 90|614|135|1044|90. Corners drawn rounded, radius not stated."
G6-4,Guide Signs/AUSTRALIAN_CAPITAL_TERRITORY_WHITE_G6-4.svg,2137x500,AUSTRALIAN CAPITAL TERRITORY,ok,," 2137x500: 25|180 C|90|180 C|25. AUSTRALIAN centred (= margins); CAPITAL TERRITORY 90 min|783|135|1039|90 min. Corners drawn rounded, radius not stated."
G6-5,intervene/Guide Signs/CITY_OF_ALBURY_SHIRE_OF_HUME_WHITE_G6-5.svg,1350x250,CITY OF ALBURY / SHIRE OF HUME,ok,CITY OF / SHIRE OF word gaps derived from 406/482; the 10 divider between the panels is drawn black but is probably a gap between separate panels - colour not stated; intervene set," Two 675 (min) x 250 panels side by side: 25|80 D|40|80 D|25; each pair of lines centred in its panel (40 min side margins). CITY OF 406 and SHIRE OF 482 are met with AS 1744 letter widths (CITY 220, OF 124, SHIRE 291) and derived word gaps of 62 / 67 (the font's 80 word space would give 435 / 508). A 10-wide double line is drawn between the panels (dimensioned 10, colour not stated): drawn black here, but it may be the joint/gap between two separate panels."
G6-6,Guide Signs/MOONBI_RANGE_914_M_WHITE_G6-6.svg,1525x400,MOONBI RANGE 914 m,width MOONBI: 668.2 vs drawing 687; width RANGE: 585.6 vs drawing 605,," 1525x400: 25|140 D|70|140 D|25; 70 min|687|93|605|70 min. Second line '914 m' centred as a block (283|70|131 with = margins): 914 in 140 D on baseline 375, 'm' 120 Emod (lower case) on the same baseline. MOONBI/RANGE stated 687/605 vs AS 1744 668/586 (about 3%) - drawing figures kept. QA: the 914 m line is built as one runs group (gap [70.0]) so the generator centres it as the drawing's = margins require."
G7-1-1,Service Signs/PICNIC_300M_ON_LEFT_BLUE_TALL_G7-1-1.svg,800x1200,300 m ON LEFT,ok,,"symbol:g7_picnic G7-1-1A (Illust.) 800x1200 R100, blue edge 20 + white border 20 (40/20). Picnic symbol 350 box at x 225, y 110. Right chain 110|350|70|140|70|140 D|70|140 D|110. '300 m' = 300 (140 D, 'Varies') + 70 + m (120 Emod, 131) centred as a block (551 with AS 1744 width 350 for 300); m on the same baseline (670). ON x 287 (226), LEFT x 199 (402). QA: pictogram box set to the ink extent measured on the drawing inside its nominal square (the generator fits the traced ink to the box). Nominal 350 square at (225,110). QA: the 300 m line is built as one runs group (gap [70.0]) so the generator centres it as the drawing's = margins require."
G7-1-2,Service Signs/PICNIC_TOILETS_300M_ON_LEFT_BLUE_G7-1-2.svg,990x1000,300 m ON LEFT,ok,,"symbol:g7_picnic symbol:g7_toilets G7-1-2A (Illust.) 990x1000 R100, 40/20 border. Two 350 symbol boxes 70 apart centred (x 110 and 530), y 110. Left chain 110|350|80|140 D|70|140 D|110. '300 m' block 345|72|131 centred (x 221); 300 is drawn dashed (varies). ON LEFT 135|226|93|401|135. QA: pictogram box set to the ink extent measured on the drawing inside its nominal square (the generator fits the traced ink to the box). Nominal 350 squares at (110,110) and (530,110). QA: the 300 m line is built as one runs group (gap 72, the drawing's figure; 300 in 140 D computes 350 against the drawing's 345) so the generator centres it as the drawing's = margins require."
G7-10-1,Service Signs/NO_FUEL_NEXT_144KM_BLUE_TALL_G7-10-1.svg,900x1200,NO fuel NEXT 144 km,ok,,"symbol:g7_fuel G7-10-1A (Illust.) 900x1200 R100, 40/20 border. Right chain 110|140 E|70|350|70|140 E|70|140|110. NO 318|263|319; fuel box 275|350|275 at y 320; NEXT 192|516|192; '144 km' block Varies|70|km centred. INCONSISTENCY: km is labelled 120 Emod but the chain gives it 289, which is the 140 Emod width (120 Emod = 249); the drawn artwork measures the same as G7-9-1's 120 Emod km (k 113 high, 241 wide), so 120 Emod is used on the 144 baseline (1090) and the 289 is treated as a misprint (no expect). QA: fuel box = G7-3-4 ink extent within the nominal 350 square at (275,320). QA: the 144 km line is built as one runs group (gap 70) so the generator centres it as the drawing's = margins require."
G7-11,Service Signs/PARKING_RIGHT_ARROW_BLUE_WIDE_SKINNY_G7-11.svg,870x150,PARKING,ok,," 870x150 blue, no border, no corner radius stated. PARKING 100 D (25 margins) 55|544|75|140 arrow|56; arrow 124 high (13 margins)."
G7-12,Service Signs/PENRITH_PARK_AND_RIDE_BLUE_G7-12.svg,800x850,P PENRITH PARK & RIDE,width P: 259.4 vs drawing 250,," 800x850 R100, 40/20 border. P 320 E at x 140 (250 wide stated; AS 1744 gives 259), top 110. Right arrow 250 long x 220 (detail 109+141, 68 shaft, 50, 17, R10 on 42.5 grid = the G1-1 arrow rotated) at x 465 (140+250+75), centred on y 400 (the 400 from the top). PENRITH 70 D centred (= Varies =), top 570 (400+170); PARK & RIDE = |230|50|63|50|194| = centred (587 block, x 106.5), top 695 (55 below PENRITH baseline), 85 bottom margin. QA: the arrow is a geometric arrow element (G1-1 detail dimensions) drawn pointing right in the 250x220 box centred on (590,400)."
G7-13,Service Signs/HELP_PHONE_BLUE_SQUARE_G7-13.svg,600x600,HELP PHONE,width HELP: 213.7 vs drawing 230; width PHONE: 229.7 vs drawing 237,,"symbol:g7_phone G7-13B (Illust.) 600x600 R50, blue edge 10 + white border 10 (20/10 dims). Handset symbol box 400 wide x 500 high (50 top/bottom); the 400|200 chain starts at the sign edge so the box x is 0-400 as chained (the '10' at the bottom left may instead mean x 10). HELP 80 C 304|230|66 (AS 1744 width 214, 7% narrower - drawing figure kept), PHONE 80 B 301|237|62 (AS 1744 230). Vertical 100|80 C|50|80 B|290. QA: handset box taken as x 10 to 400 (the 10 at the bottom left read as the box's inset from the edge, the 400 chained from the edge). QA: handset box set to its ink extent (61,72 / 282 x 456) measured within the drawn frame; the legend overlaps the frame, so the symbol file keeps only the handset subpath (re-tracing brings the H and P back unless pruned again)."
G7-14-1,Service Signs/PICNIC_3KM_BLUE_G7-14-1.svg,600x800,3 km,width km: 207.1 vs drawing 203,,"symbol:g7_picnic G7-14-1A (Illust.) 600x800 R100, 40/20 border. Picnic box 375 high (100|375|85|140 D|100), width 'Varies' - taken as 375 square, centred. '3 km' block Varies|50|203 centred (95.3+50+203 = 348.3, x 125.9); 3 (140 D, drawn dashed = varies) and km (100 Emod) share the baseline 700. km 100 Emod computes 207 vs the drawing's 203 (2%). QA: picnic box = G7-1-1 ink extent scaled to the 375 square at (112.5,100). QA: the 3 km line is built as one runs group (gap [50.0]) so the generator centres it as the drawing's = margins require."
G7-2-3,Service Signs/PICNIC_BBQ_TOILETS_300M_ON_RIGHT_BLUE_G7-2-3.svg,1500x1000,300 m ON RIGHT,ok,,"symbol:g7_bbq symbol:g7_picnic symbol:g7_toilets G7-2-3A (Illust.) 1500x1000 R100, 40/20 border. Symbol boxes 120|350|70|420|70|350|120 at y 110. Right chain 110|350|210|220|110: 300 m baseline 670 (120 Emod m, 140 D numerals), ON RIGHT baseline 890. '300 m' block 350|70|131 centred; ON RIGHT 334|226|105|501|334. QA: pictogram box set to the ink extent measured on the drawing inside its nominal square (the generator fits the traced ink to the box). Nominal boxes 350 / 420x350 / 350 at (120,110), (540,110), (1030,110). QA: the 300 m line is built as one runs group (gap 70, the drawing's figure; 300 in 140 D computes 350 against the drawing's 350) so the generator centres it as the drawing's = margins require."
